id,title,author/0,author/1,author/2,institution/0,citedby/0,year,author/3,institution/1,cites/0,cites/1,cites/2,cites/3,cites/4,cites/5,citedby/1,author/4,citedby/2,citedby/3,citedby/4,citedby/5,citedby/6,citedby/7,citedby/8,citedby/9,citedby/10,citedby/11,citedby/12,citedby/13,citedby/14,citedby/15,citedby/16,institution/2,citedby/17,citedby/18,citedby/19,citedby/20,citedby/21,citedby/22,citedby/23,citedby/24,citedby/25,citedby/26,citedby/27,citedby/28,citedby/29,citedby/30,citedby/31,citedby/32,citedby/33,citedby/34,citedby/35,citedby/36,citedby/37,citedby/38,citedby/39,citedby/40,citedby/41,citedby/42,citedby/43,citedby/44,citedby/45,citedby/46,citedby/47,citedby/48,citedby/49,citedby/50,citedby/51,citedby/52,citedby/53,citedby/54,citedby/55,citedby/56,citedby/57,citedby/58,citedby/59,citedby/60,citedby/61,author/5,author/6,institution/3,cites/6,cites/7,cites/8,citedby/62,citedby/63,citedby/64,citedby/65,citedby/66,citedby/67,citedby/68,citedby/69,citedby/70,citedby/71,citedby/72,citedby/73,citedby/74,citedby/75,citedby/76,citedby/77,citedby/78,citedby/79,citedby/80,citedby/81,citedby/82,citedby/83,citedby/84,citedby/85,citedby/86,citedby/87,citedby/88,institution/4,institution/5,institution/6,author/7,cites/9,author/8,author/9,author/10,author/11,author/12,author/13,cites/10,cites/11,institution/7,institution/8,cites/12,cites/13,cites/14,cites/15,cites/16,cites/17,cites/18,cites/19,cites/20,cites/21,cites/22,cites/23
10.1007/978-3-642-36763-2_39,Visualizing Streaming Text Data with Dynamic Graphs and Maps,Yifan Hu,Emden R. Gansner,Stephen North,AT&T Research,10.1007/978-3-642-36763-2_39,2012,,,10.1007/978-3-642-25878-7_11,10.1007/978-3-540-24595-7_9,10.1007/3-540-37623-2_28,10.1007/3-540-36151-0_3,10.1007/978-3-642-25878-7_9,10.1007/3-540-45848-4_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-642-00219-9_20,10.1007/3-540-63938-1_66,10.1007/11618058_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-36763-2_36,StreamEB: Stream Edge Bundling.,Quan Nguyen,Peter Eades,Seok Hee Hong,University of Sydney,10.1007/978-3-642-36763-2_36,2012,,,10.1007/978-3-642-11805-0_28,10.1007/978-3-642-25878-7_11,10.1007/11618058_42,10.1007/978-3-642-25878-7_9,10.1007/3-540-44541-2_19,10.1007/978-3-540-70904-6_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-642-25878-7_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-36763-2_37,Force-Directed Graph Drawing Using Social Gravity and Scaling,David Eppstein,Lowell Trott,Michael J. Bannister,University of California,,2012,Michael T. Goodrich,,10.1007/BFb0021792,10.1007/978-3-642-18469-7_17,10.1007/978-3-642-25878-7_30,10.1007/978-3-642-25878-7_31,10.1007/978-3-642-11805-0_12,10.1007/978-3-642-18469-7_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-44541-2_20,10.1007/3-540-58950-3_393,10.1007/3-540-44541-2_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_32,Colorability in Orthogonal Graph Drawing,Jan Štola,,,Charles University,10.1007/978-3-642-00219-9_7,2007,,,10.1007/3-540-62495-3_35,10.1007/BFb0021815,10.1007/3-540-63938-1_69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_33,A Note on Minimum-Area Straight-Line Drawings of Planar Graphs,Fabrizio Frati,Maurizio Patrignani,,Università di Roma Tre,10.1007/978-3-319-27261-0_35,2007,,,10.1007/978-3-540-24595-7_55,10.1007/978-3-540-31843-9_8,,,,,10.1007/978-3-662-45803-7_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_34,Universal Sets of n Points for 1-Bend Drawings of Planar Graphs with n Vertices,Stephen Wismath,Giuseppe Liotta,Sylvain Lazard,Nancy Université,,2007,Hazel Everett,Università degli Studi di Perugia,10.1007/3-540-46648-7_17,10.1007/3-540-37623-2_20,,,,,,,,,,,,,,,,,,,,,,University of Lethbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_35,LunarVis – Analytic Visualizations of Large Graphs,Marco Gaertler,Robert Görke,Dorothea Wagner,Universität Karlsruhe,,2007,,,10.1007/978-3-540-31843-9_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-36763-2_30,Testing Maximal 1-Planarity of Graphs with a Rotation System in Linear Time,Pascal Schweitzer,Naoki Katoh,Peter Eades,Kyoto University,10.1007/978-3-319-03841-4_7,2012,Giuseppe Liotta,Niigata University,10.1007/978-3-642-25878-7_15,10.1007/3-540-62495-3_59,10.1007/978-3-642-00219-9_29,,,,10.1007/978-3-319-03841-4_8,Seok Hee Hong,10.1007/978-3-662-45803-7_15,10.1007/978-3-319-03841-4_26,10.1007/978-3-319-03841-4_10,10.1007/978-3-642-36763-2_30,,,,,,,,,,,,University of Sydney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yusuke Suzuki,,Università degli Studi di Perugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australian National University,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-36763-2_31,Tangles and Degenerate Tangles,Andres J. Ruiz Vargas,,,École Polytechnique Fédérale de Lausanne,,2012,,,10.1007/978-3-642-18469-7_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_30,Clustered Planarity: Small Clusters in Eulerian Graphs,Ondřej Suchý,Eva Jelínková,Tomáš Vyskočil,Charles University,10.1007/978-3-642-00219-9_12,2007,Jan Kratochvíl,,10.1007/978-3-540-31843-9_12,,,,,,10.1007/978-3-642-11805-0_8,Martin Pergel,10.1007/978-3-642-00219-9_13,10.1007/978-3-642-00219-9_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Kára,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_31,Drawing Colored Graphs with Constrained Vertex Positions and Few Bends per Edge,Francesco Trotta,Emilio Di Giacomo,Giuseppe Liotta,Università degli Studi di Perugia,10.1007/978-3-319-27261-0_32,2007,,,10.1007/978-3-540-70904-6_31,10.1007/3-540-46648-7_17,10.1007/3-540-37623-2_20,,,,10.1007/978-3-642-25878-7_6,,10.1007/978-3-642-00219-9_35,10.1007/978-3-642-36763-2_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_6,Crossing Numbers and Parameterized Complexity,Daniel Štefankovič,Marcus Schaefer,Michael J. Pelsmajer,University of Rochester,10.1007/978-3-662-45803-7_18,2007,,Illinois Institute of Technology,10.1007/11618058_35,,,,,,10.1007/978-3-642-11805-0_20,,,,,,,,,,,,,,,,,DePaul University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_18,Cover Contact Graphs,Jesús Valenzuela,Maria Trinidad Villar,Gregorio Hernández,Univ. Politécnica de Madrid,10.1007/978-3-540-77537-9_18,2007,José Ramon Portillo,TU Eindhoven,10.1007/3-540-46648-7_17,,,,,,,Nieves Atienza,,,,,,,,,,,,,,,,Universidad de Sevilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Nöllenburg,Natalia de Castro,Universität Karlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carmen Cortés,,Alberto Márquez,Pedro Reyes,M. Ángeles Garrido,Clara I. Grima,Auxiliadora Moreno,Alexander Wolff,,,,,,,,,,,,,,,,
10.1007/978-3-642-00219-9_38,Non-convex Representations of Graphs,Fabrizio Frati,Giuseppe Di Battista,Maurizio Patrignani,Università di Roma Tre,10.1007/978-3-642-00219-9_38,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-18469-7_17,Drawing Trees with Perfect Angular Resolution and Polynomial Area,David Eppstein,Stephen G. Kobourov,Martin Nöllenburg,Louisiana Tech. Univ.,10.1007/978-3-642-18469-7_17,2010,Christian A. Duncan,University of California,10.1007/978-3-540-70904-6_11,10.1007/978-3-540-70904-6_9,10.1007/978-3-540-31843-9_46,10.1007/978-3-642-18469-7_18,10.1007/3-540-46648-7_12,10.1007/3-540-36151-0_32,10.1007/978-3-642-36763-2_12,Michael T. Goodrich,10.1007/978-3-642-36763-2_13,10.1007/978-3-642-25878-7_30,10.1007/978-3-642-25878-7_31,10.1007/978-3-319-03841-4_15,10.1007/978-3-642-36763-2_37,10.1007/978-3-642-18469-7_18,10.1007/978-3-642-25878-7_16,10.1007/978-3-642-36763-2_53,10.1007/978-3-642-36763-2_40,,,,,,,University of Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-540-24595-7_1,10.1007/3-540-37623-2_4,10.1007/3-540-45848-4_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-36151-0_30,,,,,,,10.1007/11618058_26,10.1007/3-540-62495-3_38,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_5,Improvement on the Decay of Crossing Numbers,Jakub Černý,Jan Kynčl,Géza Tóth,Charles University,,2007,,Alfréd Rényi Institute of Mathematics,10.1007/978-3-540-70904-6_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_19,Matched Drawings of Planar Graphs,Emilio Di Giacomo,Bettina Speckmann,Giuseppe Liotta,TU Eindhoven,10.1007/978-3-642-00219-9_14,2007,Marc van Kreveld,Università degli Studi di Perugia,10.1007/978-3-540-70904-6_35,10.1007/978-3-540-70904-6_12,10.1007/978-3-540-70904-6_11,10.1007/978-3-540-77537-9_7,10.1007/3-540-46648-7_39,10.1007/978-3-540-31843-9_21,10.1007/978-3-642-11805-0_18,Walter Didimo,10.1007/978-3-642-18469-7_4,10.1007/978-3-662-45803-7_22,10.1007/978-3-319-27261-0_27,,,,,,,,,,,,,Utrecht University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-642-25878-7_9,10.1007/BFb0021824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-00219-9_39,Subdivision Drawings of Hypergraphs,Bettina Speckmann,Michael Kaufmann,Marc van Kreveld,Universität Tübingen,10.1007/978-3-642-11805-0_33,2008,,TU Eindhoven,10.1007/978-3-540-24595-7_35,10.1007/3-540-36151-0_43,,,,,10.1007/978-3-662-45803-7_6,,,,,,,,,,,,,,,,,Utrecht University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-18469-7_16,On Graphs Supported by Line Sets,Stephen Wismath,Stephen Kobourov,Giuseppe Liotta,Università degli Studi di Perugia,,2010,Christophe Weibel,University of British Columbia,10.1007/978-3-540-70904-6_35,10.1007/978-3-540-77537-9_7,10.1007/3-540-63938-1_47,10.1007/3-540-37623-2_20,,,,William Evans,,,,,,,,,,,,,,,,University of Lethbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vida Dujmović,,University of Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McGill University,Carleton University,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_8,Cyclic Level Planarity Testing and Embedding,Wolfgang Brunner,Christian Bachmaier,Christof König,University of Passau,,2007,,,10.1007/3-540-46648-7_7,10.1007/978-3-540-24595-7_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-00219-9_36,Tree Drawings on the Hexagonal Grid,Marco Matzeder,Wolfgang Brunner,Franz J. Brandenburg,University of Passau,10.1007/978-3-642-25878-7_16,2008,Christian Bachmaier,,10.1007/3-540-36151-0_30,10.1007/978-3-540-77537-9_11,10.1007/978-3-540-31843-9_14,10.1007/3-540-62495-3_38,,,10.1007/978-3-642-18469-7_10,Andreas Hofmeier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Unfried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-18469-7_15,Topology-Driven Force-Directed Algorithms,Salvatore A. Romeo,Giuseppe Liotta,Walter Didimo,Università degli Studi di Perugia,10.1007/978-3-642-36763-2_35,2010,,,10.1007/BFb0021809,10.1007/3-540-62495-3_50,10.1007/978-3-540-31843-9_46,10.1007/3-540-46648-7_36,10.1007/978-3-642-00219-9_22,10.1007/978-3-642-25878-7_9,10.1007/978-3-642-25878-7_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-63938-1_67,10.1007/3-540-62495-3_49,10.1007/978-3-540-31843-9_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_7,Characterization of Unlabeled Level Planar Graphs,J. Joseph Fowler,Stephen G. Kobourov,,University of Arizona,10.1007/978-3-540-77537-9_19,2007,,,10.1007/978-3-540-70904-6_35,10.1007/3-540-46648-7_7,10.1007/3-540-62495-3_42,10.1007/3-540-37623-2_17,,,10.1007/978-3-642-18469-7_16,,10.1007/978-3-662-45803-7_5,10.1007/978-3-642-18469-7_4,10.1007/978-3-662-45803-7_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-00219-9_37,Isometric Diamond Subgraphs,David Eppstein,,,University of California,10.1007/978-3-642-18469-7_19,2008,,,10.1007/978-3-642-00219-9_9,10.1007/978-3-540-31843-9_19,,,,,10.1007/978-3-642-00219-9_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-18469-7_14,Drawing Graphs on a Smartphone,Giuseppe Di Battista,Francesco Ingrassia,Giordano Da Lozzo,Università di Roma Tre,10.1007/978-3-662-45803-7_31,2010,,,10.1007/3-540-63938-1_77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_14,Point-Set Embedding of Trees with Edge Constraints,Stephen Wismath,Henk Meijer,Emilio Di Giacomo,Università degli Studi di Perugia,,2007,Giuseppe Liotta,Roosevelt Academy,10.1007/BFb0021791,10.1007/978-3-540-70904-6_31,10.1007/3-540-46648-7_17,10.1007/3-540-37623-2_20,10.1007/11618058_34,,,Walter Didimo,,,,,,,,,,,,,,,,University of Lethbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-00219-9_34,Cyclic Leveling of Directed Graphs,Wolfgang Brunner,Gergö Lovász,Franz J. Brandenburg,University of Passau,10.1007/978-3-642-11805-0_35,2008,Christian Bachmaier,,10.1007/978-3-540-31843-9_52,10.1007/978-3-642-25878-7_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_9,Practical Level Planarity Testing and Layout with Embedding Constraints,Martin Harrigan,Patrick Healy,,University of Limerick,10.1007/978-3-642-00219-9_17,2007,,,10.1007/3-540-46648-7_7,10.1007/BFb0021813,10.1007/978-3-540-70904-6_14,,,,10.1007/978-3-662-45803-7_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_15,Representation of Planar Hypergraphs by Contacts of Triangles,Pierre Rosenstiehl,Hubert de Fraysseix,Patrice Ossona de Mendez,CAMS UMR 8557,10.1007/978-3-642-18469-7_23,2007,,,10.1007/3-540-36151-0_43,10.1007/3-540-46648-7_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-00219-9_35,Constrained Point-Set Embeddability of Planar Graphs,Stephen Wismath,Henk Meijer,Emilio Di Giacomo,Università degli Studi di Perugia,10.1007/978-3-642-25878-7_5,2008,Giuseppe Liotta,Roosevelt Academy,10.1007/BFb0021791,10.1007/978-3-540-70904-6_31,10.1007/3-540-46648-7_17,10.1007/978-3-540-77537-9_31,10.1007/3-540-37623-2_20,,,Walter Didimo,,,,,,,,,,,,,,,,University of Lethbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_16,The Complexity of Several Realizability Problems for Abstract Topological Graphs,Jan Kynčl,,,Charles University,10.1007/978-3-642-11805-0_32,2007,,,10.1007/3-540-58950-3_364,10.1007/3-540-45848-4_20,10.1007/11618058_25,10.1007/978-3-540-24595-7_5,10.1007/3-540-44541-2_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-00219-9_32,Drawing (Complete) Binary Tanglegrams,Maike Buchin,Jaroslaw Byrka,Kevin Buchin,TU Eindhoven,10.1007/978-3-642-00219-9_32,2008,Rodrigo I. Silveira,Centrum voor Wiskunde en Informatica (CWI),10.1007/978-3-540-24595-7_31,,,,,,,Alexander Wolff,,,,,,,,,,,,,,,,Universität Karlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Nöllenburg,Yoshio Okamoto,Tokyo Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utrecht University,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-18469-7_19,Optimal 3D Angular Resolution for Low-Degree Graphs,David Eppstein,Maarten Löffler,Elena Mumford,,10.1007/978-3-642-25878-7_30,2010,Martin Nöllenburg,University of California,10.1007/978-3-642-00219-9_37,10.1007/3-540-37623-2_13,10.1007/3-540-44541-2_27,10.1007/978-3-540-70904-6_9,10.1007/978-3-642-11805-0_5,,10.1007/978-3-319-03841-4_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_17,Efficient Extraction of Multiple Kuratowski Subdivisions,Jens M. Schmidt,Petra Mutzel,Markus Chimani,University of Dortmund,10.1007/978-3-642-00219-9_12,2007,,,10.1007/978-3-540-24595-7_3,,,,,,10.1007/978-3-540-77537-9_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-00219-9_33,Two Polynomial Time Algorithms for the Metro-line Crossing Minimization Problem,Evmorfia Argyriou,Michael Kaufmann,Michael A. Bekos,National Technical University of Athens,10.1007/978-3-642-11805-0_36,2008,Antonios Symvonis,Universität Tübingen,10.1007/978-3-540-31843-9_50,10.1007/11618058_29,10.1007/978-3-540-77537-9_24,10.1007/978-3-540-70904-6_26,,,10.1007/978-3-642-18469-7_30,,10.1007/978-3-642-11805-0_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-18469-7_18,Lombardi Drawings of Graphs,David Eppstein,Stephen G. Kobourov,Martin Nöllenburg,Louisiana Tech. University,10.1007/978-3-642-18469-7_17,2010,Christian A. Duncan,University of California,10.1007/978-3-642-18469-7_17,10.1007/978-3-540-70904-6_7,10.1007/3-540-37623-2_13,10.1007/978-3-540-31843-9_46,10.1007/3-540-46648-7_12,10.1007/3-540-37623-2_4,10.1007/978-3-642-25878-7_30,Michael T. Goodrich,10.1007/978-3-642-25878-7_31,10.1007/978-3-642-18469-7_18,10.1007/978-3-662-45803-7_8,10.1007/978-3-642-36763-2_12,10.1007/978-3-642-36763-2_13,10.1007/978-3-642-36763-2_14,10.1007/978-3-319-03841-4_15,10.1007/978-3-642-36763-2_37,10.1007/978-3-642-25878-7_29,10.1007/978-3-642-25878-7_47,10.1007/978-3-642-36763-2_53,10.1007/978-3-642-36763-2_40,,,,University of Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-46648-7_11,10.1007/978-3-540-70904-6_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-00219-9_30,Connected Rectilinear Graphs on Point Sets,Maarten Löffler,Elena Mumford,,TU Eindhoven,,2008,,Utrecht University,10.1007/3-540-58950-3_384,10.1007/978-3-540-24595-7_14,10.1007/3-540-37623-2_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-642-00219-9_31,3-Regular Non 3-Edge-Colorable Graphs with Polyhedral Embeddings in Orientable Surfaces,Martin Kochol,,,MÚ SAV,10.1007/978-3-642-00219-9_9,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-03841-4_11,Straight Line Triangle Representations,Stefan Felsner,Nieke Aerts,,Technische Universität Berlin,10.1007/978-3-319-27261-0_10,2013,,,10.1007/978-3-540-31843-9_23,10.1007/978-3-642-36763-2_18,10.1007/978-3-642-18469-7_23,10.1007/978-3-540-24595-7_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-03841-4_10,Recognizing Outer 1-Planar Graphs in Linear Time,Kathrin Hanauer,Daniel Neuwirth,Christopher Auer,University of Passau,10.1007/978-3-662-45803-7_17,2013,Franz J. Brandenburg,,10.1007/978-3-319-03841-4_7,10.1007/978-3-642-36763-2_29,10.1007/978-3-642-36763-2_30,10.1007/978-3-642-25878-7_15,10.1007/3-540-44541-2_8,,10.1007/978-3-319-03841-4_7,Andreas Gleißner,10.1007/978-3-662-45803-7_16,10.1007/978-3-662-45803-7_15,10.1007/978-3-319-27261-0_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Reislhuber,Christian Bachmaier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-77537-9_2,Large-Scale Graphics: Digital Nature and Laser Projection,Norishige Chiba,,,Iwate University,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
